1-Wire/iButton Part Number: DS1922L
1-Wire/iButton Registration Number: 2D0000006EAA0441
Mission in Progress?  true
SUTA Mission?  false
Waiting for Temperature Alarm?  false
Sample Rate:  Every 5 second(s)
Mission Start Time:  Thu Mar 17 09:00:01 AEDT 2022
Mission Sample Count:  1689
Roll Over Enabled?  true(no rollover occurred)
First Sample Timestamp:  Thu Mar 17 09:00:01 AEDT 2022
Total Mission Samples:  1689
Total Device Samples:  92654
Temperature Logging:  0.0625 C
Temperature High Alarm:  disabled
Temperature Low Alarm:  disabled
Data Logging:  disabled
Data High Alarm:  disabled
Data Low Alarm:  disabled

Date/Time,Unit,Value
17/3/22, 9:33:26 am,C,35.845
17/3/22, 9:33:31 am,C,35.845
17/3/22, 9:33:36 am,C,35.783
17/3/22, 9:33:41 am,C,35.783
17/3/22, 9:33:46 am,C,35.783
17/3/22, 9:33:51 am,C,35.783
17/3/22, 9:33:56 am,C,35.783
17/3/22, 9:34:01 am,C,35.783
17/3/22, 9:34:06 am,C,35.783
17/3/22, 9:34:11 am,C,35.783
17/3/22, 9:34:16 am,C,35.783
17/3/22, 9:34:21 am,C,35.721
17/3/22, 9:34:26 am,C,35.721
17/3/22, 9:34:31 am,C,35.721
17/3/22, 9:34:36 am,C,35.721
17/3/22, 9:34:41 am,C,35.658
17/3/22, 9:34:46 am,C,35.658
17/3/22, 9:34:51 am,C,35.658
17/3/22, 9:34:56 am,C,35.658
17/3/22, 9:35:01 am,C,35.658
17/3/22, 9:35:06 am,C,35.596
17/3/22, 9:35:11 am,C,35.596
17/3/22, 9:35:16 am,C,35.596
17/3/22, 9:35:21 am,C,35.596
17/3/22, 9:35:26 am,C,35.596
17/3/22, 9:35:31 am,C,35.596
17/3/22, 9:35:36 am,C,35.596
17/3/22, 9:35:41 am,C,35.534
17/3/22, 9:35:46 am,C,35.534
17/3/22, 9:35:51 am,C,35.534
17/3/22, 9:35:56 am,C,35.534
17/3/22, 9:36:01 am,C,35.534
17/3/22, 9:36:06 am,C,35.534
17/3/22, 9:36:11 am,C,35.534
17/3/22, 9:36:16 am,C,35.534
17/3/22, 9:36:21 am,C,35.534
17/3/22, 9:36:26 am,C,35.534
17/3/22, 9:36:31 am,C,35.534
17/3/22, 9:36:36 am,C,35.471
17/3/22, 9:36:41 am,C,35.471
17/3/22, 9:36:46 am,C,35.471
17/3/22, 9:36:51 am,C,35.471
17/3/22, 9:36:56 am,C,35.471
17/3/22, 9:37:01 am,C,35.471
17/3/22, 9:37:06 am,C,35.471
17/3/22, 9:37:11 am,C,35.471
17/3/22, 9:37:16 am,C,35.471
17/3/22, 9:37:21 am,C,35.471
17/3/22, 9:37:26 am,C,35.471
17/3/22, 9:37:31 am,C,35.471
17/3/22, 9:37:36 am,C,35.471
17/3/22, 9:37:41 am,C,35.471
17/3/22, 9:37:46 am,C,35.471
17/3/22, 9:37:51 am,C,35.471
17/3/22, 9:37:56 am,C,35.471
17/3/22, 9:38:01 am,C,35.471
17/3/22, 9:38:06 am,C,35.471
17/3/22, 9:38:11 am,C,35.471
17/3/22, 9:38:16 am,C,35.471
17/3/22, 9:38:21 am,C,35.471
17/3/22, 9:38:26 am,C,35.471
17/3/22, 9:38:31 am,C,35.471
17/3/22, 9:38:36 am,C,35.471
17/3/22, 9:38:41 am,C,35.471
17/3/22, 9:38:46 am,C,35.471
17/3/22, 9:38:51 am,C,35.471
17/3/22, 9:38:56 am,C,35.471
17/3/22, 9:39:01 am,C,35.471
17/3/22, 9:39:06 am,C,35.534
17/3/22, 9:39:11 am,C,35.534
17/3/22, 9:39:16 am,C,35.534
17/3/22, 9:39:21 am,C,35.534
17/3/22, 9:39:26 am,C,35.534
17/3/22, 9:39:31 am,C,35.534
17/3/22, 9:39:36 am,C,35.534
17/3/22, 9:39:41 am,C,35.534
17/3/22, 9:39:46 am,C,35.534
17/3/22, 9:39:51 am,C,35.534
17/3/22, 9:39:56 am,C,35.534
17/3/22, 9:40:01 am,C,35.534
17/3/22, 9:40:06 am,C,35.534
17/3/22, 9:40:11 am,C,35.534
17/3/22, 9:40:16 am,C,35.596
17/3/22, 9:40:21 am,C,35.596
17/3/22, 9:40:26 am,C,35.596
17/3/22, 9:40:31 am,C,35.596
17/3/22, 9:40:36 am,C,35.596
17/3/22, 9:40:41 am,C,35.596
17/3/22, 9:40:46 am,C,35.596
17/3/22, 9:40:51 am,C,35.596
17/3/22, 9:40:56 am,C,35.596
17/3/22, 9:41:01 am,C,35.596
17/3/22, 9:41:06 am,C,35.596
17/3/22, 9:41:11 am,C,35.596
17/3/22, 9:41:16 am,C,35.596
17/3/22, 9:41:21 am,C,35.596
17/3/22, 9:41:26 am,C,35.596
17/3/22, 9:41:31 am,C,35.596
17/3/22, 9:41:36 am,C,35.596
17/3/22, 9:41:41 am,C,35.596
17/3/22, 9:41:46 am,C,35.596
17/3/22, 9:41:51 am,C,35.596
17/3/22, 9:41:56 am,C,35.596
17/3/22, 9:42:01 am,C,35.596
17/3/22, 9:42:06 am,C,35.658
17/3/22, 9:42:11 am,C,35.596
17/3/22, 9:42:16 am,C,35.658
17/3/22, 9:42:21 am,C,35.658
17/3/22, 9:42:26 am,C,35.658
17/3/22, 9:42:31 am,C,35.658
17/3/22, 9:42:36 am,C,35.658
17/3/22, 9:42:41 am,C,35.658
17/3/22, 9:42:46 am,C,35.658
17/3/22, 9:42:51 am,C,35.658
17/3/22, 9:42:56 am,C,35.658
17/3/22, 9:43:01 am,C,35.658
17/3/22, 9:43:06 am,C,35.658
17/3/22, 9:43:11 am,C,35.658
17/3/22, 9:43:16 am,C,35.658
17/3/22, 9:43:21 am,C,35.658
17/3/22, 9:43:26 am,C,35.658
17/3/22, 9:43:31 am,C,35.658
17/3/22, 9:43:36 am,C,35.658
17/3/22, 9:43:41 am,C,35.658
17/3/22, 9:43:46 am,C,35.658
17/3/22, 9:43:51 am,C,35.658
17/3/22, 9:43:56 am,C,35.658
17/3/22, 9:44:01 am,C,35.658
17/3/22, 9:44:06 am,C,35.658
17/3/22, 9:44:11 am,C,35.658
17/3/22, 9:44:16 am,C,35.658
17/3/22, 9:44:21 am,C,35.658
17/3/22, 9:44:26 am,C,35.658
17/3/22, 9:44:31 am,C,35.658
17/3/22, 9:44:36 am,C,35.658
17/3/22, 9:44:41 am,C,35.658
17/3/22, 9:44:46 am,C,35.658
17/3/22, 9:44:51 am,C,35.658
17/3/22, 9:44:56 am,C,35.658
17/3/22, 9:45:01 am,C,35.658
17/3/22, 9:45:06 am,C,35.658
17/3/22, 9:45:11 am,C,35.658
17/3/22, 9:45:16 am,C,35.658
17/3/22, 9:45:21 am,C,35.721
17/3/22, 9:45:26 am,C,35.658
17/3/22, 9:45:31 am,C,35.721
17/3/22, 9:45:36 am,C,35.721
17/3/22, 9:45:41 am,C,35.721
17/3/22, 9:45:46 am,C,35.721
17/3/22, 9:45:51 am,C,35.721
17/3/22, 9:45:56 am,C,35.721
17/3/22, 9:46:01 am,C,35.721
17/3/22, 9:46:06 am,C,35.721
17/3/22, 9:46:11 am,C,35.721
17/3/22, 9:46:16 am,C,35.721
17/3/22, 9:46:21 am,C,35.721
17/3/22, 9:46:26 am,C,35.721
17/3/22, 9:46:31 am,C,35.721
17/3/22, 9:46:36 am,C,35.721
17/3/22, 9:46:41 am,C,35.721
17/3/22, 9:46:46 am,C,35.721
17/3/22, 9:46:51 am,C,35.721
17/3/22, 9:46:56 am,C,35.721
17/3/22, 9:47:01 am,C,35.658
17/3/22, 9:47:06 am,C,35.658
17/3/22, 9:47:11 am,C,35.658
17/3/22, 9:47:16 am,C,35.658
17/3/22, 9:47:21 am,C,35.658
17/3/22, 9:47:26 am,C,35.658
17/3/22, 9:47:31 am,C,35.658
17/3/22, 9:47:36 am,C,35.658
